Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
0,,2063.3059999999996,0,0,0,67.05500000000002,2130.25,0,0,0
